State,County,TotalPopulation,LowAccess_1MUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_10MRural,LowAccess_LowInc_HalfUrban_10MRural,LowAccess_LowInc_1MUrban_20MRural,LowAccessTotal_HalfM,LowAccess_LowIncTotal_HalfM,LowAccessWhite_HalfM,LowAccessBlack_HalfM,LowAccessAsian_HalfM,LowAccessNHPI_HalfM,LowAccessNAAN_HalfM,LowAccessOther_HalfM,LowAccessHispLatam_HalfM,LowAccessSNAP_HalfM,LowAccessWhite_1M,LowAccessBlack_1M,LowAccessAsian_1M,LowAccessNHPI_1M,LowAccessNAAN_1M,LowAccessOther_1M,LowAccessHispLatam_1M,LowAccessSNAP_1M,LowAccessWhite_10M,LowAccessBlack_10M,LowAccessAsian_10M,LowAccessNHPI_10M,LowAccessNAAN_10M,LowAccessOther_10M,LowAccessHispLatam_10M,LowAccessSNAP_10M,TotalPopulationWhite,TotalPopulationBlack,TotalPopulationAsian,TotalPopulationNHPI,TotalPopulationNAAN,TotalPopulationOther,TotalPopulationHispanicLatam,TotalPopulationSnapBenefits,,
Texas,Refugio County," 7,383 ", 708 , 708 , 125 , 325 , 325 , 66 ," 3,047 "," 1,129 "," 2,538 ", 114 , 16 , -   , 18 , 361 ," 1,390 ", 166 ," 2,042 ", 78 , 13 , -   , 17 , 283 ," 1,057 ", 128 , 622 , 9 , 24 , -   , 14 , 116 , 690 , 73 ," 5,943 ", 483 , 33 , -   , 46 , 92 , 323 , 191 ,,
Texas,Roberts County, 929 , 425 , 425 , 340 , 99 , 99 , 80 , 465 , 109 , 435 , 1 , 1 , -   , 2 , 26 , 37 , 8 , 435 , 1 , 1 , -   , 2 , 26 , 37 , 8 , 396 , 1 , 2 , -   , 3 , 51 , 73 , 14 , 871 , 1 , 2 , -   , 3 , 6 , 19 , 9 ,,
Texas,Robertson County," 16,622 "," 2,245 "," 3,123 ", 613 , 807 ," 1,142 ", 249 ," 6,729 "," 2,400 "," 4,963 "," 1,174 ", 48 , 1 , 39 , 504 , 938 , 368 ," 4,221 ", 645 , 46 , 1 , 32 , 351 , 642 , 276 ," 1,413 ", 164 , 19 , -   , 20 , 72 , 152 , 148 ," 11,247 "," 3,586 ", 103 , 1 , 84 , 169 , 590 , 423 ,,
Texas,Rockwall County," 78,337 "," 7,964 "," 16,483 "," 7,964 "," 1,268 "," 2,742 "," 1,268 "," 31,451 "," 5,468 "," 26,203 "," 1,806 ", 765 , 24 , 185 ," 2,468 "," 5,196 ", 390 ," 15,885 "," 1,039 ", 415 , 13 , 112 ," 1,582 "," 3,245 ", 205 , -   , -   , -   , -   , -   , -   , -   , -   ," 65,514 "," 4,521 "," 1,897 ", 56 , 317 , 635 ," 2,222 ", 448 ,,
Texas,Runnels County," 10,501 "," 2,180 "," 3,814 "," 1,363 ", 839 ," 1,667 ", 629 ," 4,565 "," 1,878 "," 3,801 ", 79 , 10 , 0 , 27 , 648 ," 1,447 ", 180 ," 2,495 ", 38 , 6 , -   , 21 , 347 , 751 , 90 , 732 , 5 , 7 , -   , 17 , 237 , 475 , 25 ," 8,735 ", 192 , 21 , 3 , 78 , 155 , 543 , 207 ,,
Texas,Rusk County," 53,330 "," 7,178 "," 9,963 "," 4,664 "," 2,986 "," 4,008 "," 1,919 "," 24,013 "," 8,409 "," 17,392 "," 4,189 ", 88 , 7 , 136 ," 2,201 "," 3,405 ", 996 ," 15,159 "," 3,357 ", 72 , 6 , 121 ," 1,851 "," 2,797 ", 847 ," 1,808 ", 558 , 11 , -   , 33 , 252 , 434 , 292 ," 38,512 "," 9,435 ", 214 , 19 , 258 , 515 ," 1,803 "," 1,146 ",,
Texas,Sabine County," 10,834 ", 821 , 821 , -   , 300 , 300 , -   ," 5,110 "," 2,339 "," 4,577 ", 357 , 13 , -   , 27 , 136 , 154 , 220 ," 4,013 ", 325 , 12 , -   , 24 , 102 , 107 , 190 , 764 , 35 , 5 , -   , 6 , 35 , 41 , 75 ," 9,658 ", 784 , 33 , -   , 18 , 36 , 126 , 253 ,,
Texas,San Augustine County," 8,865 "," 1,177 "," 1,177 ", -   , 532 , 532 , -   ," 4,218 "," 1,821 "," 3,120 ", 871 , 9 , -   , 17 , 200 , 246 , 301 ," 2,862 ", 478 , 6 , -   , 14 , 138 , 167 , 237 ," 1,124 ", 14 , 2 , -   , 10 , 67 , 87 , 147 ," 6,375 "," 2,016 ", 23 , -   , 23 , 45 , 158 , 346 ,,
Texas,San Jacinto County," 26,384 ", 997 , 997 , -   , 427 , 427 , -   ," 12,402 "," 5,245 "," 10,256 "," 1,210 ", 50 , 4 , 78 , 804 ," 1,390 ", 763 ," 9,792 "," 1,091 ", 38 , 4 , 76 , 763 ," 1,340 ", 715 , 803 , 136 , 0 , 1 , 14 , 100 , 178 , 109 ," 21,693 "," 2,710 ", 123 , 9 , 92 , 185 , 647 , 877 ,,
Texas,San Patricio County," 64,804 "," 9,938 "," 20,932 "," 9,930 "," 3,575 "," 7,990 "," 3,572 "," 25,576 "," 9,890 "," 21,992 ", 429 , 206 , 24 , 150 ," 2,776 "," 13,844 "," 1,372 "," 11,914 ", 178 , 103 , 11 , 81 ," 1,493 "," 7,439 ", 699 , 38 , 0 , -   , -   , 1 , 8 , 55 , 4 ," 55,660 "," 1,071 ", 537 , 58 , 374 , 748 ," 2,617 "," 1,578 ",,
Texas,San Saba County," 6,131 "," 1,143 "," 1,580 ", 264 , 421 , 683 , 148 ," 2,323 ", 918 ," 2,008 ", 101 , 4 , -   , 16 , 194 , 526 , 65 ," 1,621 ", 99 , 4 , -   , 15 , 100 , 321 , 42 , 861 , 14 , 2 , -   , 16 , 96 , 197 , 44 ," 5,166 ", 204 , 13 , -   , 37 , 75 , 262 , 74 ,,
Texas,Schleicher County," 3,461 ", 184 , 184 , 50 , 51 , 51 , 14 ," 1,227 ", 356 ," 1,012 ", 14 , 1 , -   , 4 , 196 , 467 , 23 , 678 , 8 , 0 , -   , -   , 100 , 213 , 14 , 160 , 1 , -   , -   , -   , 47 , 86 , 9 ," 2,780 ", 38 , 4 , -   , 32 , 64 , 224 , 26 ,,
Texas,Scurry County," 16,921 ", 848 ," 2,255 ", 410 , 214 , 597 , 97 ," 7,323 "," 2,720 "," 5,698 ", 364 , 22 , 2 , 47 ," 1,190 "," 2,703 ", 181 ," 3,928 ", 253 , 12 , 1 , 32 , 847 ," 1,843 ", 136 , 403 , 6 , 2 , 1 , 7 , 56 , 199 , 24 ," 13,325 ", 799 , 59 , 4 , 137 , 273 , 957 , 208 ,,
Texas,Shackelford County," 3,378 ", 247 , 247 , -   , 91 , 91 , -   ," 1,157 ", 444 ," 1,082 ", 10 , 4 , 1 , 4 , 56 , 102 , 44 , 693 , 9 , 4 , -   , 2 , 37 , 67 , 28 , 228 , 1 , 1 , -   , 3 , 32 , 52 , 20 ," 3,145 ", 29 , 9 , 1 , 10 , 19 , 68 , 50 ,,
Texas,Shelby County," 25,448 "," 2,275 "," 3,639 ", 649 , 952 ," 1,784 ", 384 ," 11,171 "," 5,055 "," 7,835 "," 1,806 ", 33 , -   , 43 ," 1,455 "," 1,777 ", 748 ," 7,046 "," 1,227 ", 21 , -   , 37 ," 1,122 "," 1,342 ", 604 ," 1,300 ", 253 , 8 , -   , 6 , 133 , 189 , 212 ," 17,467 "," 4,432 ", 81 , -   , 173 , 347 ," 1,214 ", 861 ,,
Texas,Sherman County," 3,034 ", 416 , 416 , 3 , 145 , 145 , 1 , 987 , 368 , 879 , 4 , 3 , -   , 7 , 93 , 355 , 10 , 447 , 3 , 3 , -   , 7 , 50 , 153 , 5 , 357 , 3 , 6 , -   , 11 , 93 , 279 , 8 ," 2,680 ", 14 , 7 , -   , 17 , 33 , 117 , 12 ,,
Texas,Smith County," 209,714 "," 21,218 "," 45,970 "," 21,208 "," 8,533 "," 18,759 "," 8,529 "," 86,592 "," 32,377 "," 61,709 "," 15,323 "," 1,030 ", 32 , 463 ," 8,036 "," 13,683 "," 3,816 "," 43,492 "," 10,049 ", 509 , 26 , 324 ," 5,116 "," 8,776 "," 2,620 ", 7 , 2 , -   , -   , 0 , 3 , 7 , 1 ," 147,086 "," 37,629 "," 2,597 ", 79 ," 1,116 "," 2,232 "," 7,813 "," 4,388 ",,
Texas,Somervell County," 8,490 ", -   , -   , -   , -   , -   , -   ," 3,567 "," 1,158 "," 3,052 ", 25 , 22 , 1 , 24 , 443 , 645 , 216 ," 2,524 ", 21 , 19 , 1 , 22 , 406 , 569 , 187 , -   , -   , -   , -   , -   , -   , -   , -   ," 7,220 ", 57 , 53 , 1 , 58 , 116 , 406 , 248 ,,
Texas,Starr County," 60,968 "," 10,331 "," 14,413 "," 9,640 "," 7,234 "," 9,912 "," 6,722 "," 24,526 "," 15,849 "," 23,597 ", 25 , 45 , -   , 25 , 833 ," 23,411 "," 2,739 "," 17,953 ", 16 , 38 , -   , 24 , 673 ," 17,861 "," 2,081 "," 1,135 ", 2 , 9 , -   , 3 , 141 ," 2,260 ", 243 ," 58,585 ", 69 , 133 , -   , 109 , 218 , 763 ," 3,150 ",,
Texas,Stephens County," 9,630 "," 1,329 "," 2,434 "," 1,025 ", 649 ," 1,234 ", 544 ," 3,683 "," 1,680 "," 3,132 ", 85 , 14 , 0 , 22 , 430 , 714 , 185 ," 2,211 ", 69 , 8 , -   , 11 , 269 , 420 , 119 , 296 , -   , 1 , -   , 1 , 14 , 22 , 17 ," 8,161 ", 201 , 32 , 1 , 62 , 124 , 432 , 213 ,,
Texas,Sterling County," 1,143 ", 572 , 572 , 571 , 205 , 205 , 205 , 572 , 205 , 507 , 7 , -   , -   , 12 , 46 , 183 , 10 , 507 , 7 , -   , -   , 12 , 46 , 183 , 10 , 507 , 7 , -   , -   , 23 , 93 , 365 , 20 ," 1,013 ", 14 , -   , -   , 6 , 12 , 41 , 12 ,,
Texas,Stonewall County," 1,490 ", 115 , 115 , 0 , 36 , 36 , 0 , 488 , 172 , 440 , 10 , 6 , -   , 3 , 29 , 43 , 15 , 260 , 4 , 5 , -   , 1 , 14 , 22 , 9 , 100 , 4 , 7 , -   , 1 , 13 , 24 , 7 ," 1,306 ", 39 , 14 , -   , 7 , 13 , 46 , 18 ,,
Texas,Sutton County," 4,128 ", 396 ," 1,394 ", 396 , 119 , 431 , 119 ," 1,394 ", 431 ," 1,240 ", 7 , 3 , -   , 7 , 136 , 768 , 29 , 351 , 1 , 0 , -   , 3 , 40 , 148 , 9 , 134 , 0 , 1 , -   , 7 , 41 , 118 , 7 ," 3,662 ", 17 , 8 , -   , 22 , 44 , 154 , 34 ,,
Texas,Swisher County," 7,854 "," 1,250 "," 2,297 ", 235 , 556 ," 1,027 ", 105 ," 2,939 "," 1,257 "," 2,322 ", 182 , 4 , 2 , 27 , 403 ," 1,001 ", 137 ," 1,500 ", 143 , 2 , 1 , 16 , 229 , 610 , 65 , 817 , 24 , 1 , 2 , 24 , 321 , 731 , 75 ," 5,901 ", 566 , 10 , 4 , 69 , 137 , 481 , 157 ,,
Texas,Tarrant County," 1,809,034 "," 271,868 "," 623,141 "," 271,868 "," 74,426 "," 185,998 "," 74,426 "," 644,313 "," 190,468 "," 432,759 "," 98,818 "," 31,362 "," 1,160 "," 4,111 "," 76,103 "," 154,222 "," 23,994 "," 192,636 "," 48,628 "," 14,563 ", 516 ," 1,770 "," 30,749 "," 60,785 "," 9,698 ", -   , -   , -   , -   , -   , -   , -   , -   ," 1,205,530 "," 268,983 "," 84,561 "," 3,184 "," 12,339 "," 24,678 "," 86,372 "," 27,593 ",,
Texas,Taylor County," 131,506 "," 16,341 "," 39,882 "," 15,975 "," 6,540 "," 16,892 "," 6,496 "," 51,549 "," 19,413 "," 41,104 "," 3,756 ", 857 , 44 , 345 ," 5,443 "," 10,996 "," 2,709 "," 21,964 "," 1,557 ", 481 , 19 , 170 ," 2,376 "," 4,667 "," 1,132 ", 340 , 3 , -   , -   , 8 , 37 , 41 , 23 ," 104,409 "," 9,699 "," 2,073 ", 123 , 760 ," 1,520 "," 5,321 "," 3,115 ",,
Texas,Terrell County, 984 , 492 , 492 , 492 , 204 , 204 , 204 , 492 , 204 , 414 , 4 , 2 , -   , 5 , 68 , 233 , 3 , 414 , 4 , 2 , -   , 5 , 68 , 233 , 3 , 414 , 4 , 4 , -   , 9 , 136 , 467 , 7 , 828 , 7 , 4 , -   , 7 , 15 , 51 , 4 ,,
Texas,Terry County," 12,651 "," 2,710 "," 4,630 "," 2,050 "," 1,292 "," 2,161 "," 1,039 "," 5,225 "," 2,370 "," 4,193 ", 266 , 14 , -   , 33 , 719 ," 2,634 ", 358 ," 2,566 ", 198 , 7 , -   , 21 , 515 ," 1,728 ", 213 , 553 , 1 , 1 , -   , 5 , 206 , 628 , 37 ," 10,283 ", 605 , 30 , -   , 87 , 173 , 607 , 412 ,,
Texas,Throckmorton County," 1,641 ", 821 , 821 , 536 , 264 , 264 , 174 , 821 , 264 , 778 , 5 , 3 , -   , 6 , 28 , 76 , 24 , 778 , 5 , 3 , -   , 6 , 28 , 76 , 24 , 778 , 5 , 7 , -   , 12 , 56 , 152 , 47 ," 1,555 ", 11 , 7 , -   , 3 , 7 , 24 , 27 ,,
Texas,Titus County," 32,334 "," 5,218 "," 7,206 "," 4,406 "," 2,273 "," 3,353 "," 1,936 "," 12,666 "," 5,639 "," 9,069 ", 980 , 76 , 4 , 122 ," 2,415 "," 4,370 ", 658 ," 7,607 ", 578 , 57 , 2 , 98 ," 1,743 "," 3,014 ", 484 , 762 , 59 , 4 , -   , 16 , 174 , 281 , 93 ," 21,848 "," 3,091 ", 237 , 16 , 357 , 714 ," 2,500 ", 757 ,,
Texas,Tom Green County," 110,224 "," 16,880 "," 35,842 "," 14,639 "," 5,750 "," 12,397 "," 5,212 "," 43,494 "," 14,276 "," 35,693 "," 1,632 ", 445 , 46 , 356 ," 5,321 "," 15,276 "," 1,547 "," 19,651 ", 826 , 232 , 24 , 202 ," 2,688 "," 7,507 ", 800 ," 2,024 ", 7 , 12 , 2 , 29 , 391 , 817 , 109 ," 90,069 "," 4,445 "," 1,118 ", 100 , 725 ," 1,449 "," 5,072 "," 1,780 ",,
Texas,Travis County," 1,024,266 "," 135,284 "," 318,494 "," 135,247 "," 27,092 "," 85,240 "," 27,080 "," 367,431 "," 99,193 "," 258,579 "," 31,539 "," 22,461 ", 271 ," 2,761 "," 51,821 "," 113,114 "," 10,016 "," 127,259 "," 15,214 "," 11,433 ", 142 ," 1,225 "," 23,206 "," 50,930 "," 4,218 ", 30 , 0 , 1 , -   , 0 , 11 , 11 , 1 ," 709,814 "," 87,308 "," 59,333 ", 718 ," 8,355 "," 16,709 "," 58,483 "," 11,518 ",,
Texas,Trinity County," 14,585 "," 1,105 "," 1,314 ", 875 , 568 , 718 , 519 ," 6,785 "," 2,937 "," 5,802 ", 593 , 20 , 1 , 32 , 337 , 469 , 366 ," 5,352 ", 485 , 17 , 1 , 30 , 284 , 389 , 325 , 206 , 15 , -   , -   , 6 , 13 , 19 , 26 ," 12,302 "," 1,378 ", 42 , 3 , 43 , 86 , 301 , 421 ,,
Texas,Tyler County," 21,766 "," 4,913 "," 5,330 ", 485 ," 1,758 "," 1,916 ", 127 ," 10,459 "," 3,615 "," 8,765 ", 994 , 21 , 3 , 55 , 622 , 722 , 654 ," 8,410 ", 877 , 18 , 1 , 54 , 608 , 689 , 611 ," 4,262 ", 58 , 8 , -   , 57 , 155 , 204 , 656 ," 17,930 "," 2,390 ", 51 , 6 , 69 , 139 , 486 , 752 ,,
Texas,Upshur County," 39,309 "," 1,473 "," 2,516 ", 804 , 667 ," 1,003 ", 434 ," 18,546 "," 6,000 "," 15,856 "," 1,551 ", 66 , 2 , 122 , 950 ," 1,203 ", 947 ," 14,094 "," 1,357 ", 50 , 2 , 106 , 859 ," 1,094 ", 828 , 588 , 35 , 4 , -   , 19 , 68 , 141 , 76 ," 33,466 "," 3,416 ", 150 , 3 , 114 , 227 , 796 ," 1,089 ",,
Texas,Upton County," 3,355 ", 560 , 560 , 116 , 144 , 144 , 30 ," 1,111 ", 356 , 867 , 22 , -   , -   , 16 , 205 , 483 , 21 , 594 , 10 , -   , -   , 11 , 95 , 250 , 7 , 459 , 9 , -   , -   , 22 , 163 , 383 , 6 ," 2,516 ", 63 , -   , -   , 39 , 78 , 272 , 24 ,,
Texas,Uvalde County," 26,405 "," 5,964 "," 8,870 "," 4,443 "," 3,309 "," 4,951 "," 2,490 "," 11,882 "," 6,507 "," 9,344 ", 72 , 59 , 3 , 66 ," 2,337 "," 8,202 ", 817 ," 6,746 ", 49 , 26 , 2 , 52 ," 1,667 "," 5,671 ", 563 ," 1,930 ", 8 , 11 , 1 , 21 , 573 ," 1,876 ", 224 ," 20,631 ", 170 , 134 , 6 , 273 , 546 ," 1,912 ", 939 ,,
Texas,Val Verde County," 48,879 "," 12,433 "," 18,531 "," 12,252 "," 5,278 "," 8,609 "," 5,196 "," 22,320 "," 10,453 "," 18,947 ", 357 , 115 , 18 , 105 ," 2,779 "," 17,759 "," 1,364 "," 12,821 ", 261 , 84 , 14 , 70 ," 1,808 "," 11,373 ", 737 , 364 , 1 , 4 , -   , 7 , 68 , 273 , 26 ," 41,534 ", 746 , 238 , 44 , 316 , 632 ," 2,211 "," 1,569 ",,
Texas,Van Zandt County," 52,579 "," 8,238 "," 11,250 "," 6,863 "," 2,805 "," 4,107 "," 2,490 "," 24,237 "," 8,144 "," 22,102 ", 631 , 71 , 16 , 214 ," 1,202 "," 2,159 "," 1,096 "," 19,202 ", 435 , 59 , 15 , 178 ," 1,003 "," 1,712 ", 912 ," 1,285 ", 35 , 4 , 6 , 20 , 109 , 206 , 126 ," 47,784 "," 1,427 ", 171 , 33 , 158 , 316 ," 1,107 "," 1,260 ",,
Texas,Victoria County," 86,793 "," 10,311 "," 22,421 "," 6,144 "," 3,844 "," 8,776 "," 2,469 "," 33,255 "," 11,122 "," 26,902 "," 2,002 ", 349 , 10 , 189 ," 3,803 "," 13,693 "," 1,366 "," 17,189 ", 898 , 177 , 8 , 119 ," 1,972 "," 7,500 ", 675 ," 3,508 ", 143 , 18 , 5 , 42 , 969 ," 3,470 ", 263 ," 69,013 "," 5,513 ", 899 , 23 , 567 ," 1,135 "," 3,971 "," 1,571 ",,
Texas,Walker County," 67,861 "," 4,455 "," 9,204 "," 2,989 "," 2,130 "," 4,547 "," 1,725 "," 28,460 "," 10,503 "," 19,026 "," 6,463 ", 177 , 11 , 122 ," 2,660 "," 4,999 ", 501 ," 15,951 "," 5,256 ", 118 , 8 , 106 ," 2,077 "," 3,976 ", 378 ," 1,201 ", 157 , 11 , 3 , 10 , 192 , 275 , 69 ," 45,511 "," 15,257 ", 631 , 28 , 322 , 643 ," 2,252 ", 576 ,,
Texas,Waller County," 43,205 "," 3,798 "," 4,955 "," 3,536 "," 2,388 "," 3,073 "," 2,332 "," 18,555 "," 7,669 "," 11,293 "," 4,343 ", 90 , 3 , 142 ," 2,683 "," 5,019 ", 799 ," 10,008 "," 3,483 ", 74 , 3 , 118 ," 2,252 "," 4,197 ", 660 , 348 , 43 , 1 , -   , 2 , 159 , 329 , 47 ," 25,254 "," 10,739 ", 214 , 10 , 349 , 699 ," 2,446 ", 918 ,,
Texas,Ward County," 10,658 ", 440 ," 2,141 ", 110 , 140 , 743 , 40 ," 3,822 "," 1,159 "," 3,030 ", 178 , 13 , 0 , 39 , 562 ," 1,667 ", 106 ," 1,563 ", 47 , 3 , -   , 17 , 304 , 817 , 46 , 274 , 10 , 1 , -   , 10 , 91 , 266 , 16 ," 8,227 ", 522 , 32 , 1 , 94 , 188 , 657 , 122 ,,
Texas,Washington County," 33,718 "," 3,614 "," 6,061 "," 2,863 "," 1,227 "," 2,159 ", 987 ," 15,236 "," 4,773 "," 11,465 "," 2,563 ", 186 , 4 , 46 , 972 ," 2,072 ", 434 ," 9,012 "," 1,490 ", 115 , 3 , 34 , 671 ," 1,485 ", 296 , 522 , 191 , 0 , -   , 12 , 64 , 170 , 25 ," 25,008 "," 5,947 ", 445 , 8 , 116 , 231 , 809 , 499 ,,
Texas,Webb County," 250,304 "," 23,098 "," 71,434 "," 22,217 "," 12,103 "," 38,407 "," 11,657 "," 78,134 "," 43,114 "," 68,811 ", 391 , 559 , 8 , 324 ," 8,041 "," 74,520 "," 5,522 "," 25,074 ", 154 , 151 , 4 , 111 ," 2,708 "," 26,847 "," 1,969 ", 888 , 4 , 3 , 1 , 4 , 206 ," 1,882 ", 91 ," 220,201 "," 1,132 "," 1,464 ", 30 ," 1,374 "," 2,748 "," 9,617 "," 6,350 ",,
Texas,Wharton County," 41,280 "," 2,782 "," 4,250 "," 2,037 ", 987 ," 1,607 ", 698 ," 17,907 "," 7,245 "," 12,882 "," 2,586 ", 66 , 1 , 71 ," 2,302 "," 6,669 ", 954 ," 8,713 "," 1,809 ", 39 , 0 , 59 ," 1,522 "," 4,264 ", 592 , 562 , 91 , 3 , -   , 5 , 176 , 532 , 56 ," 29,793 "," 5,817 ", 160 , 2 , 275 , 551 ," 1,928 "," 1,098 ",,
Texas,Wheeler County," 5,410 ", 310 , 310 , -   , 84 , 84 , -   ," 2,233 ", 906 ," 1,900 ", 51 , 10 , -   , 20 , 252 , 459 , 98 ," 1,275 ", 28 , 6 , -   , 13 , 106 , 210 , 66 , 287 , 2 , 2 , -   , 3 , 39 , 61 , 21 ," 4,469 ", 113 , 23 , -   , 40 , 81 , 282 , 113 ,,
Texas,Wichita County," 131,500 "," 22,719 "," 43,372 "," 22,622 "," 7,421 "," 16,618 "," 7,389 "," 54,721 "," 19,707 "," 41,875 "," 5,967 "," 1,169 ", 43 , 583 ," 5,084 "," 8,939 "," 2,816 "," 24,057 "," 4,079 ", 686 , 29 , 331 ," 2,989 "," 4,905 "," 1,546 ", 91 , 0 , 2 , -   , 3 , 5 , 8 , 9 ," 101,331 "," 13,811 "," 2,669 ", 101 , 679 ," 1,359 "," 4,756 "," 3,238 ",,
Texas,Wilbarger County," 13,535 "," 2,616 "," 4,837 "," 2,294 "," 1,055 "," 2,071 ", 981 ," 5,439 "," 2,210 "," 4,382 ", 345 , 38 , 2 , 62 , 610 ," 1,369 ", 328 ," 2,641 ", 189 , 28 , 1 , 36 , 323 , 755 , 182 , 303 , 2 , -   , -   , 5 , 31 , 79 , 10 ," 10,585 "," 1,086 ", 98 , 6 , 88 , 176 , 616 , 377 ,,
Texas,Willacy County," 22,134 "," 4,779 "," 7,019 "," 4,644 "," 2,838 "," 4,316 "," 2,766 "," 9,325 "," 5,565 "," 8,001 ", 227 , 64 , 1 , 25 ," 1,008 "," 8,031 ", 461 ," 6,108 ", 202 , 60 , 1 , 18 , 698 ," 6,032 ", 296 , 229 , 2 , 1 , -   , 0 , 80 , 301 , 43 ," 18,995 ", 473 , 140 , 7 , 126 , 252 , 882 , 530 ,,
Texas,Williamson County," 422,679 "," 101,098 "," 159,892 "," 98,374 "," 18,366 "," 31,023 "," 17,622 "," 186,691 "," 36,166 "," 147,005 "," 10,972 "," 8,886 ", 181 ," 1,148 "," 18,501 "," 42,901 "," 3,258 "," 99,720 "," 6,899 "," 5,816 ", 112 , 761 ," 11,849 "," 27,892 "," 2,051 "," 2,296 ", 104 , 37 , 4 , 13 , 594 ," 1,510 ", 106 ," 330,191 "," 26,196 "," 20,433 ", 413 ," 2,272 "," 4,545 "," 15,906 "," 3,747 ",,
Texas,Wilson County," 42,918 "," 1,111 "," 2,615 ", 656 , 343 , 883 , 247 ," 20,305 "," 5,141 "," 18,130 ", 333 , 77 , 5 , 135 ," 1,626 "," 7,518 ", 566 ," 16,017 ", 296 , 72 , 5 , 118 ," 1,357 "," 6,033 ", 464 , 438 , 2 , -   , -   , -   , 31 , 147 , 30 ," 38,231 ", 701 , 163 , 9 , 191 , 381 ," 1,335 ", 651 ,,
Texas,Winkler County," 7,110 ", 211 ," 1,755 ", 203 , 51 , 600 , 49 ," 2,458 ", 794 ," 1,873 ", 50 , 5 , -   , 19 , 510 ," 1,218 ", 89 , 742 , 9 , 0 , -   , 4 , 128 , 346 , 30 , 7 , -   , -   , -   , -   , 4 , 4 , 1 ," 5,238 ", 156 , 17 , -   , 85 , 170 , 595 , 103 ,,
Texas,Wise County," 59,127 "," 2,914 "," 5,252 "," 1,771 ", 950 ," 2,013 ", 649 ," 26,378 "," 8,053 "," 23,530 ", 266 , 102 , 8 , 204 ," 2,269 "," 4,116 ", 917 ," 20,629 ", 169 , 75 , 7 , 174 ," 1,805 "," 3,120 ", 785 ," 1,068 ", 1 , 2 , 4 , 21 , 119 , 227 , 45 ," 52,448 ", 627 , 244 , 16 , 290 , 579 ," 2,027 "," 1,054 ",,
Texas,Wood County," 41,964 "," 4,567 "," 7,020 "," 3,691 "," 1,857 "," 2,835 "," 1,572 "," 19,266 "," 7,181 "," 17,040 ", 931 , 74 , 11 , 129 ," 1,082 "," 1,660 ", 800 ," 14,629 ", 780 , 59 , 10 , 112 , 923 ," 1,403 ", 638 , 768 , 3 , 7 , 4 , 16 , 183 , 306 , 54 ," 37,213 "," 1,972 ", 161 , 21 , 130 , 260 , 909 , 920 ,,
Texas,Yoakum County," 7,879 "," 1,015 "," 2,353 ", 932 , 211 , 457 , 178 ," 2,902 ", 680 ," 2,270 ", 23 , 12 , 1 , 21 , 575 ," 1,532 ", 48 , 959 , 7 , 3 , 1 , 7 , 221 , 597 , 19 , 107 , 0 , -   , -   , -   , 28 , 93 , 6 ," 5,868 ", 70 , 31 , 1 , 95 , 191 , 668 , 55 ,,
Texas,Young County," 18,550 "," 2,795 "," 4,346 "," 2,007 "," 1,270 "," 1,922 "," 1,001 "," 7,784 "," 2,919 "," 7,007 ", 94 , 31 , 3 , 56 , 594 ," 1,306 ", 316 ," 4,835 ", 62 , 15 , 2 , 42 , 382 , 794 , 211 , 754 , 6 , -   , -   , 6 , 52 , 128 , 60 ," 16,748 ", 232 , 65 , 5 , 75 , 150 , 525 , 364 ,,
Texas,Zapata County," 14,018 "," 1,176 "," 2,874 ", 404 , 590 ," 1,618 ", 110 ," 4,852 "," 2,994 "," 4,519 ", 6 , 14 , -   , 17 , 296 ," 4,476 ", 512 ," 2,719 ", 5 , 12 , -   , 15 , 162 ," 2,604 ", 328 , 722 , 1 , 1 , -   , 13 , 89 ," 1,474 ", 187 ," 13,122 ", 19 , 32 , -   , 42 , 85 , 296 , 589 ,,
Texas,Zavala County," 11,677 "," 1,845 "," 3,313 ", 775 ," 1,346 "," 2,172 ", 584 ," 4,405 "," 2,765 "," 3,865 ", 35 , 2 , 5 , 17 , 483 ," 4,095 ", 498 ," 2,242 ", 18 , 1 , 4 , 9 , 252 ," 2,262 ", 279 ," 1,349 ", 13 , 2 , 9 , 15 , 391 ," 2,741 ", 355 ," 10,301 ", 89 , 4 , 16 , 63 , 127 , 443 , 573 ,,
Utah,Beaver County," 6,629 ", 477 , 477 , 2 , 140 , 140 , 0 ," 2,155 ", 767 ," 1,931 ", 2 , 22 , 6 , 25 , 169 , 223 , 61 ," 1,182 ", -   , 11 , 3 , 12 , 91 , 114 , 35 , 421 , -   , 6 , 4 , 1 , 101 , 118 , 20 ," 5,900 ", 16 , 70 , 19 , 31 , 62 , 218 , 70 ,,
Utah,Box Elder County," 49,975 "," 4,197 "," 10,543 "," 3,621 "," 1,276 "," 3,412 "," 1,101 "," 20,363 "," 5,954 "," 18,892 ", 63 , 184 , 33 , 136 ," 1,056 "," 1,436 ", 432 ," 12,191 ", 41 , 129 , 21 , 58 , 570 , 740 , 218 , 872 , 1 , 7 , -   , 6 , 89 , 124 , 23 ," 45,861 ", 172 , 443 , 84 , 171 , 342 ," 1,195 ", 497 ,,
